,_id,name,category_code,number_of_employees,founded_year,city,location,latitude,longitude,total_money_raised ($k)
114,"{""$oid"": ""52cdef7c4bab8bd675297e00""}",TVtrip,web,,2007.0,Paris,"{'type': 'Point', 'coordinates': [2.350987, 48.856667]}",48.856667,2.350987,13800.0
115,"{""$oid"": ""52cdef7c4bab8bd675297e02""}",Dogster,web,,2004.0,San Francisco,"{'type': 'Point', 'coordinates': [-122.400909, 37.762681]}",37.762681,-122.400909,1000.0
116,"{""$oid"": ""52cdef7c4bab8bd675297dfe""}",FeedBurner,web,,2004.0,Chicago,"{'type': 'Point', 'coordinates': [-87.628912, 41.889474]}",41.889474,-87.628912,8000.0
117,"{""$oid"": ""52cdef7c4bab8bd675297dff""}",TheFind,ecommerce,,2006.0,Mountain View,"{'type': 'Point', 'coordinates': [-122.073463, 37.391502]}",37.391502,-122.073463,26000.0
118,"{""$oid"": ""52cdef7c4bab8bd675297e01""}",Zazzle,ecommerce,,1999.0,Redwood City,"{'type': 'Point', 'coordinates': [-122.2013557, 37.5108541]}",37.5108541,-122.2013557,46000.0
119,"{""$oid"": ""52cdef7c4bab8bd675297df7""}",Bebo,web,0.0,2005.0,San Francisco,"{'type': 'Point', 'coordinates': [-122.401116, 37.782103]}",37.782103,-122.401116,15000.0
120,"{""$oid"": ""52cdef7c4bab8bd675297dba""}",Google,search,28000.0,1998.0,Mountain View,"{'type': 'Point', 'coordinates': [-122.084143, 37.421972]}",37.421972,-122.084143,555000.0
120,"{""$oid"": ""52cdef7c4bab8bd675297dba""}",Google,search,28000.0,1998.0,Ann Arbor,"{'type': 'Point', 'coordinates': [-83.748882, 42.280988]}",42.280988,-83.748882,555000.0
120,"{""$oid"": ""52cdef7c4bab8bd675297dba""}",Google,search,28000.0,1998.0,Atlanta,"{'type': 'Point', 'coordinates': [-84.387519, 33.781466]}",33.781466,-84.387519,555000.0
120,"{""$oid"": ""52cdef7c4bab8bd675297dba""}",Google,search,28000.0,1998.0,Austin,"{'type': 'Point', 'coordinates': [-97.751382, 30.351416]}",30.351416,-97.751382,555000.0
120,"{""$oid"": ""52cdef7c4bab8bd675297dba""}",Google,search,28000.0,1998.0,Boulder,"{'type': 'Point', 'coordinates': [-105.260931, 40.021416]}",40.021416,-105.260931,555000.0
120,"{""$oid"": ""52cdef7c4bab8bd675297dba""}",Google,search,28000.0,1998.0,Cambridge,"{'type': 'Point', 'coordinates': [-71.087478, 42.36305]}",42.36305,-71.087478,555000.0
120,"{""$oid"": ""52cdef7c4bab8bd675297dba""}",Google,search,28000.0,1998.0,Chicago,"{'type': 'Point', 'coordinates': [-87.628912, 41.889474]}",41.889474,-87.628912,555000.0
120,"{""$oid"": ""52cdef7c4bab8bd675297dba""}",Google,search,28000.0,1998.0,Coppell,"{'type': 'Point', 'coordinates': [-97.018196, 32.981465]}",32.981465,-97.018196,555000.0
120,"{""$oid"": ""52cdef7c4bab8bd675297dba""}",Google,search,28000.0,1998.0,Dallas,"{'type': 'Point', 'coordinates': [-96.807693, 32.809161]}",32.809161,-96.807693,555000.0
120,"{""$oid"": ""52cdef7c4bab8bd675297dba""}",Google,search,28000.0,1998.0,Denver,"{'type': 'Point', 'coordinates': [-104.898419, 39.62919]}",39.62919,-104.898419,555000.0
120,"{""$oid"": ""52cdef7c4bab8bd675297dba""}",Google,search,28000.0,1998.0,Birmingham,"{'type': 'Point', 'coordinates': [-83.215498, 42.547807]}",42.547807,-83.215498,555000.0
120,"{""$oid"": ""52cdef7c4bab8bd675297dba""}",Google,search,28000.0,1998.0,Irvine,"{'type': 'Point', 'coordinates': [-117.861817, 33.658331]}",33.658331,-117.861817,555000.0
120,"{""$oid"": ""52cdef7c4bab8bd675297dba""}",Google,search,28000.0,1998.0,Kirkland,,Invalid lat long,Invalid lat long,555000.0
120,"{""$oid"": ""52cdef7c4bab8bd675297dba""}",Google,search,28000.0,1998.0,New York,"{'type': 'Point', 'coordinates': [-74.004489, 40.74222]}",40.74222,-74.004489,555000.0
120,"{""$oid"": ""52cdef7c4bab8bd675297dba""}",Google,search,28000.0,1998.0,Tempe,"{'type': 'Point', 'coordinates': [-111.926263, 33.411898]}",33.411898,-111.926263,555000.0
120,"{""$oid"": ""52cdef7c4bab8bd675297dba""}",Google,search,28000.0,1998.0,Pittsburgh,"{'type': 'Point', 'coordinates': [-79.946269, 40.444528]}",40.444528,-79.946269,555000.0
120,"{""$oid"": ""52cdef7c4bab8bd675297dba""}",Google,search,28000.0,1998.0,San Francisco,"{'type': 'Point', 'coordinates': [-122.389757, 37.789803]}",37.789803,-122.389757,555000.0
120,"{""$oid"": ""52cdef7c4bab8bd675297dba""}",Google,search,28000.0,1998.0,Santa Monica,"{'type': 'Point', 'coordinates': [-118.494288, 34.019282]}",34.019282,-118.494288,555000.0
120,"{""$oid"": ""52cdef7c4bab8bd675297dba""}",Google,search,28000.0,1998.0,Seattle,"{'type': 'Point', 'coordinates': [-122.351397, 47.675326]}",47.675326,-122.351397,555000.0
120,"{""$oid"": ""52cdef7c4bab8bd675297dba""}",Google,search,28000.0,1998.0,Seattle,"{'type': 'Point', 'coordinates': [-122.350592, 47.649701]}",47.649701,-122.350592,555000.0
120,"{""$oid"": ""52cdef7c4bab8bd675297dba""}",Google,search,28000.0,1998.0,Washington,"{'type': 'Point', 'coordinates': [-77.027101, 38.901113]}",38.901113,-77.027101,555000.0
120,"{""$oid"": ""52cdef7c4bab8bd675297dba""}",Google,search,28000.0,1998.0,Melbourne,"{'type': 'Point', 'coordinates': [145.073608, -37.879234]}",-37.879234,145.073608,555000.0
120,"{""$oid"": ""52cdef7c4bab8bd675297dba""}",Google,search,28000.0,1998.0,Sydney,"{'type': 'Point', 'coordinates': [138.612396, -34.822723]}",-34.822723,138.612396,555000.0
120,"{""$oid"": ""52cdef7c4bab8bd675297dba""}",Google,search,28000.0,1998.0,Beijing,,Invalid lat long,Invalid lat long,555000.0
120,"{""$oid"": ""52cdef7c4bab8bd675297dba""}",Google,search,28000.0,1998.0,Guangzhou,,Invalid lat long,Invalid lat long,555000.0
120,"{""$oid"": ""52cdef7c4bab8bd675297dba""}",Google,search,28000.0,1998.0,Shanghai,,Invalid lat long,Invalid lat long,555000.0
120,"{""$oid"": ""52cdef7c4bab8bd675297dba""}",Google,search,28000.0,1998.0,Central,,Invalid lat long,Invalid lat long,555000.0
120,"{""$oid"": ""52cdef7c4bab8bd675297dba""}",Google,search,28000.0,1998.0,Bangalore,,Invalid lat long,Invalid lat long,555000.0
120,"{""$oid"": ""52cdef7c4bab8bd675297dba""}",Google,search,28000.0,1998.0,Gurgaon,,Invalid lat long,Invalid lat long,555000.0
120,"{""$oid"": ""52cdef7c4bab8bd675297dba""}",Google,search,28000.0,1998.0,New Delhi,"{'type': 'Point', 'coordinates': [77.122261, 28.86999]}",28.86999,77.122261,555000.0
120,"{""$oid"": ""52cdef7c4bab8bd675297dba""}",Google,search,28000.0,1998.0,Hyderabad,,Invalid lat long,Invalid lat long,555000.0
120,"{""$oid"": ""52cdef7c4bab8bd675297dba""}",Google,search,28000.0,1998.0,Mumbai,,Invalid lat long,Invalid lat long,555000.0
120,"{""$oid"": ""52cdef7c4bab8bd675297dba""}",Google,search,28000.0,1998.0,Tokyo,,Invalid lat long,Invalid lat long,555000.0
120,"{""$oid"": ""52cdef7c4bab8bd675297dba""}",Google,search,28000.0,1998.0,Osaka,,Invalid lat long,Invalid lat long,555000.0
120,"{""$oid"": ""52cdef7c4bab8bd675297dba""}",Google,search,28000.0,1998.0,Seoul,,Invalid lat long,Invalid lat long,555000.0
120,"{""$oid"": ""52cdef7c4bab8bd675297dba""}",Google,search,28000.0,1998.0,Singapore,,Invalid lat long,Invalid lat long,555000.0
120,"{""$oid"": ""52cdef7c4bab8bd675297dba""}",Google,search,28000.0,1998.0,Taipei,,Invalid lat long,Invalid lat long,555000.0
120,"{""$oid"": ""52cdef7c4bab8bd675297dba""}",Google,search,28000.0,1998.0,NoCity,"{'type': 'Point', 'coordinates': [10.187799, 56.171882]}",56.171882,10.187799,555000.0
120,"{""$oid"": ""52cdef7c4bab8bd675297dba""}",Google,search,28000.0,1998.0,NoCity,,Invalid lat long,Invalid lat long,555000.0
120,"{""$oid"": ""52cdef7c4bab8bd675297dba""}",Google,search,28000.0,1998.0,Helsinki,,Invalid lat long,Invalid lat long,555000.0
120,"{""$oid"": ""52cdef7c4bab8bd675297dba""}",Google,search,28000.0,1998.0,Paris,"{'type': 'Point', 'coordinates': [2.332749, 48.869606]}",48.869606,2.332749,555000.0
120,"{""$oid"": ""52cdef7c4bab8bd675297dba""}",Google,search,28000.0,1998.0,Hamburg,"{'type': 'Point', 'coordinates': [9.985266, 53.554052]}",53.554052,9.985266,555000.0
120,"{""$oid"": ""52cdef7c4bab8bd675297dba""}",Google,search,28000.0,1998.0,Dublin,"{'type': 'Point', 'coordinates': [-6.234424, 53.339914]}",53.339914,-6.234424,555000.0
120,"{""$oid"": ""52cdef7c4bab8bd675297dba""}",Google,search,28000.0,1998.0,Milan,"{'type': 'Point', 'coordinates': [9.195978, 45.46381]}",45.46381,9.195978,555000.0
120,"{""$oid"": ""52cdef7c4bab8bd675297dba""}",Google,search,28000.0,1998.0,Amsterdam,"{'type': 'Point', 'coordinates': [4.871464, 52.337495]}",52.337495,4.871464,555000.0
120,"{""$oid"": ""52cdef7c4bab8bd675297dba""}",Google,search,28000.0,1998.0,Oslo,"{'type': 'Point', 'coordinates': [10.741047, 59.915848]}",59.915848,10.741047,555000.0
120,"{""$oid"": ""52cdef7c4bab8bd675297dba""}",Google,search,28000.0,1998.0,Trondheim,"{'type': 'Point', 'coordinates': [10.412428, 63.435324]}",63.435324,10.412428,555000.0
120,"{""$oid"": ""52cdef7c4bab8bd675297dba""}",Google,search,28000.0,1998.0,KrakÃ³w,"{'type': 'Point', 'coordinates': [19.929806, 50.063281]}",50.063281,19.929806,555000.0
120,"{""$oid"": ""52cdef7c4bab8bd675297dba""}",Google,search,28000.0,1998.0,Wroclaw,"{'type': 'Point', 'coordinates': [17.041942, 51.116574]}",51.116574,17.041942,555000.0
120,"{""$oid"": ""52cdef7c4bab8bd675297dba""}",Google,search,28000.0,1998.0,Moscow,,Invalid lat long,Invalid lat long,555000.0
120,"{""$oid"": ""52cdef7c4bab8bd675297dba""}",Google,search,28000.0,1998.0,St. Petersburg,,Invalid lat long,Invalid lat long,555000.0
120,"{""$oid"": ""52cdef7c4bab8bd675297dba""}",Google,search,28000.0,1998.0,Madrid,,Invalid lat long,Invalid lat long,555000.0
120,"{""$oid"": ""52cdef7c4bab8bd675297dba""}",Google,search,28000.0,1998.0,LuleÃ¥,"{'type': 'Point', 'coordinates': [22.126255, 65.617491]}",65.617491,22.126255,555000.0
120,"{""$oid"": ""52cdef7c4bab8bd675297dba""}",Google,search,28000.0,1998.0,Stockholm,"{'type': 'Point', 'coordinates': [18.060162, 59.332344]}",59.332344,18.060162,555000.0
120,"{""$oid"": ""52cdef7c4bab8bd675297dba""}",Google,search,28000.0,1998.0,ZÃ¼rich,"{'type': 'Point', 'coordinates': [8.524864, 47.36554]}",47.36554,8.524864,555000.0
120,"{""$oid"": ""52cdef7c4bab8bd675297dba""}",Google,search,28000.0,1998.0,London,,Invalid lat long,Invalid lat long,555000.0
120,"{""$oid"": ""52cdef7c4bab8bd675297dba""}",Google,search,28000.0,1998.0,Manchester,"{'type': 'Point', 'coordinates': [-2.250166, 53.473606]}",53.473606,-2.250166,555000.0
120,"{""$oid"": ""52cdef7c4bab8bd675297dba""}",Google,search,28000.0,1998.0,Montreal,"{'type': 'Point', 'coordinates': [-73.567044, 45.498588]}",45.498588,-73.567044,555000.0
120,"{""$oid"": ""52cdef7c4bab8bd675297dba""}",Google,search,28000.0,1998.0,Toronto,,Invalid lat long,Invalid lat long,555000.0
120,"{""$oid"": ""52cdef7c4bab8bd675297dba""}",Google,search,28000.0,1998.0,Waterloo,"{'type': 'Point', 'coordinates': [-80.546381, 43.474704]}",43.474704,-80.546381,555000.0
120,"{""$oid"": ""52cdef7c4bab8bd675297dba""}",Google,search,28000.0,1998.0,Buenos Aires,,Invalid lat long,Invalid lat long,555000.0
120,"{""$oid"": ""52cdef7c4bab8bd675297dba""}",Google,search,28000.0,1998.0,Sao Paulo,"{'type': 'Point', 'coordinates': [-46.681494, -23.590463]}",-23.590463,-46.681494,555000.0
120,"{""$oid"": ""52cdef7c4bab8bd675297dba""}",Google,search,28000.0,1998.0,Mexico,"{'type': 'Point', 'coordinates': [-99.030156, 19.507519]}",19.507519,-99.030156,555000.0
120,"{""$oid"": ""52cdef7c4bab8bd675297dba""}",Google,search,28000.0,1998.0,Haifa,,Invalid lat long,Invalid lat long,555000.0
120,"{""$oid"": ""52cdef7c4bab8bd675297dba""}",Google,search,28000.0,1998.0,Tel-Aviv,,Invalid lat long,Invalid lat long,555000.0
120,"{""$oid"": ""52cdef7c4bab8bd675297dba""}",Google,search,28000.0,1998.0,Istanbul,,Invalid lat long,Invalid lat long,555000.0
120,"{""$oid"": ""52cdef7c4bab8bd675297dba""}",Google,search,28000.0,1998.0,Dubai,,Invalid lat long,Invalid lat long,555000.0
121,"{""$oid"": ""52cdef7c4bab8bd675297e04""}",Sway,advertising,,2004.0,Middleton,"{'type': 'Point', 'coordinates': [-89.522805, 43.090756]}",43.090756,-89.522805,2000.0
122,"{""$oid"": ""52cdef7c4bab8bd675297e05""}",CornerWorld,public_relations,,2002.0,Dallas,"{'type': 'Point', 'coordinates': [-96.771281, 32.914662]}",32.914662,-96.771281,0.0
123,"{""$oid"": ""52cdef7c4bab8bd675297e03""}",PBworks,enterprise,25.0,2005.0,San Mateo,,Invalid lat long,Invalid lat long,10500.0
124,"{""$oid"": ""52cdef7c4bab8bd675297e07""}",WatZatSong,web,3.0,2006.0,Paris,"{'type': 'Point', 'coordinates': [2.381514, 48.866323]}",48.866323,2.381514,0.0
125,"{""$oid"": ""52cdef7c4bab8bd675297e08""}",Loomia,web,,2004.0,San Francisco,"{'type': 'Point', 'coordinates': [-122.404869, 37.796396]}",37.796396,-122.404869,7500.0
126,"{""$oid"": ""52cdef7c4bab8bd675297e06""}",adBrite,advertising,50.0,2003.0,San Francisco,"{'type': 'Point', 'coordinates': [-122.40184, 37.779026]}",37.779026,-122.40184,40400.0
127,"{""$oid"": ""52cdef7c4bab8bd675297e0b""}",Newsvine,web,8.0,2005.0,Seattle,"{'type': 'Point', 'coordinates': [-122.358484, 47.618599]}",47.618599,-122.358484,1250.0
128,"{""$oid"": ""52cdef7c4bab8bd675297e0e""}",Jamendo,other,20.0,2005.0,Luxembourg,"{'type': 'Point', 'coordinates': [6.1329985, 49.6026778]}",49.6026778,6.1329985,0.0
129,"{""$oid"": ""52cdef7c4bab8bd675297e09""}",Meebo,web,200.0,2005.0,Mountain View,"{'type': 'Point', 'coordinates': [-122.079017, 37.393679]}",37.393679,-122.079017,70000.0
129,"{""$oid"": ""52cdef7c4bab8bd675297e09""}",Meebo,web,200.0,2005.0,San Francisco,,Invalid lat long,Invalid lat long,70000.0
129,"{""$oid"": ""52cdef7c4bab8bd675297e09""}",Meebo,web,200.0,2005.0,Santa Monica,,Invalid lat long,Invalid lat long,70000.0
129,"{""$oid"": ""52cdef7c4bab8bd675297e09""}",Meebo,web,200.0,2005.0,New York,,Invalid lat long,Invalid lat long,70000.0
129,"{""$oid"": ""52cdef7c4bab8bd675297e09""}",Meebo,web,200.0,2005.0,Chicago,,Invalid lat long,Invalid lat long,70000.0
130,"{""$oid"": ""52cdef7c4bab8bd675297e0d""}",FlickIM,mobile,,2006.0,Berkeley,"{'type': 'Point', 'coordinates': [-122.269259, 37.870744]}",37.870744,-122.269259,1600.0
131,"{""$oid"": ""52cdef7c4bab8bd675297e0f""}",Terabitz,web,12.0,2006.0,Palo Alto,"{'type': 'Point', 'coordinates': [-122.159928, 37.437328]}",37.437328,-122.159928,10000.0
132,"{""$oid"": ""52cdef7c4bab8bd675297e0a""}",Eventbrite,web,200.0,2006.0,San Francisco,"{'type': 'Point', 'coordinates': [-122.39071, 37.779507]}",37.779507,-122.39071,140000.0
133,"{""$oid"": ""52cdef7c4bab8bd675297e11""}",iLike,games_video,28.0,2002.0,Seattle,"{'type': 'Point', 'coordinates': [-122.323408, 47.615313]}",47.615313,-122.323408,16500.0
134,"{""$oid"": ""52cdef7c4bab8bd675297e13""}",Cuts,web,6.0,,San Diego,"{'type': 'Point', 'coordinates': [-117.163841, 32.718834]}",32.718834,-117.163841,0.0
135,"{""$oid"": ""52cdef7c4bab8bd675297e16""}",Edgeio,ecommerce,,,Palo Alto,"{'type': 'Point', 'coordinates': [-122.161674, 37.443058]}",37.443058,-122.161674,6500.0
136,"{""$oid"": ""52cdef7c4bab8bd675297e12""}",Ticketmaster,web,0.0,1976.0,West Hollywood,"{'type': 'Point', 'coordinates': [-118.3835957, 34.0906602]}",34.0906602,-118.3835957,0.0
137,"{""$oid"": ""52cdef7c4bab8bd675297e15""}",Conduit,advertising,215.0,2005.0,Foster City,"{'type': 'Point', 'coordinates': [-122.325248, 37.561877]}",37.561877,-122.325248,110000.0
138,"{""$oid"": ""52cdef7c4bab8bd675297e14""}",Carbonite,network_hosting,68.0,2006.0,Boston,"{'type': 'Point', 'coordinates': [-71.076869, 42.350571]}",42.350571,-71.076869,66000.0
139,"{""$oid"": ""52cdef7c4bab8bd675297e17""}",Kaboodle,ecommerce,,2005.0,Sunnyvale,"{'type': 'Point', 'coordinates': [-122.036301, 37.382162]}",37.382162,-122.036301,5000.0
140,"{""$oid"": ""52cdef7c4bab8bd675297e1a""}",Wink,search,,2004.0,Mountain View,"{'type': 'Point', 'coordinates': [-122.072981, 37.40047]}",37.40047,-122.072981,6200.0
141,"{""$oid"": ""52cdef7c4bab8bd675297e10""}",Box,network_hosting,950.0,2005.0,Los Altos,"{'type': 'Point', 'coordinates': [-122.143701, 37.425801]}",37.425801,-122.143701,409000.0
142,"{""$oid"": ""52cdef7c4bab8bd675297e0c""}",LinkedIn,social,4800.0,2003.0,Mountain View,"{'type': 'Point', 'coordinates': [-122.073635, 37.423258]}",37.423258,-122.073635,200000.0
143,"{""$oid"": ""52cdef7c4bab8bd675297e18""}",GigaOM,news,75.0,2006.0,San Francisco,"{'type': 'Point', 'coordinates': [-122.419204, 37.775196]}",37.775196,-122.419204,14300.0
143,"{""$oid"": ""52cdef7c4bab8bd675297e18""}",GigaOM,news,75.0,2006.0,New York,"{'type': 'Point', 'coordinates': [-74.0059731, 40.7143528]}",40.7143528,-74.0059731,14300.0
144,"{""$oid"": ""52cdef7c4bab8bd675297e19""}",Redfin,real_estate,100.0,2004.0,Seattle,"{'type': 'Point', 'coordinates': [-122.333253, 47.603122]}",47.603122,-122.333253,96800.0
145,"{""$oid"": ""52cdef7c4bab8bd675297e1b""}",Go2Web20,web,0.0,2006.0,Tel Aviv,"{'type': 'Point', 'coordinates': [34.7595, 32.0554]}",32.0554,34.7595,0.0
146,"{""$oid"": ""52cdef7c4bab8bd675297e1e""}",TechnologyGuide,web,10.0,2001.0,Cincinnati,"{'type': 'Point', 'coordinates': [-84.351532, 39.06685]}",39.06685,-84.351532,0.0
147,"{""$oid"": ""52cdef7c4bab8bd675297e1c""}",coComment,web,,2006.0,Geneva,"{'type': 'Point', 'coordinates': [6.139959, 46.20381]}",46.20381,6.139959,5600.0
148,"{""$oid"": ""52cdef7c4bab8bd675297e1f""}",Hotelicopter,web,15.0,2006.0,Charlottesville,"{'type': 'Point', 'coordinates': [-78.48158, 38.030823]}",38.030823,-78.48158,5000.0
149,"{""$oid"": ""52cdef7c4bab8bd675297e21""}",MotionDSP,software,25.0,2005.0,Burlingame,,Invalid lat long,Invalid lat long,0.0
150,"{""$oid"": ""52cdef7c4bab8bd675297e22""}",Techmeme,web,11.0,2004.0,San Francisco,"{'type': 'Point', 'coordinates': [-122.3985871, 37.7618242]}",37.7618242,-122.3985871,0.0
151,"{""$oid"": ""52cdef7c4bab8bd675297e20""}",Zvents,web,55.0,2005.0,San Mateo,"{'type': 'Point', 'coordinates': [-122.301534, 37.553121]}",37.553121,-122.301534,31200.0
152,"{""$oid"": ""52cdef7c4bab8bd675297e1d""}",Seesmic,web,13.0,2007.0,San Francisco,"{'type': 'Point', 'coordinates': [-122.419204, 37.775196]}",37.775196,-122.419204,16000.0
153,"{""$oid"": ""52cdef7c4bab8bd675297e23""}",Eventful,web,60.0,2004.0,San Diego,"{'type': 'Point', 'coordinates': [-117.206292, 32.872081]}",32.872081,-117.206292,19600.0
153,"{""$oid"": ""52cdef7c4bab8bd675297e23""}",Eventful,web,60.0,2004.0,Los Angeles,,Invalid lat long,Invalid lat long,19600.0
154,"{""$oid"": ""52cdef7c4bab8bd675297e25""}",Oodle,social,,2004.0,San Mateo,"{'type': 'Point', 'coordinates': [-122.324621, 37.563585]}",37.563585,-122.324621,23100.0
155,"{""$oid"": ""52cdef7c4bab8bd675297e24""}",RegOnline,software,,1996.0,San Diego,"{'type': 'Point', 'coordinates': [-105.1110024, 39.9195028]}",39.9195028,-105.1110024,0.0
156,"{""$oid"": ""52cdef7c4bab8bd675297e2a""}",Cofoundr,network_hosting,0.0,2007.0,NoCity,"{'type': 'Point', 'coordinates': [-122.420903, 37.796164]}",37.796164,-122.420903,0.0
157,"{""$oid"": ""52cdef7c4bab8bd675297e26""}",oDesk,web,120.0,2005.0,Redwood City,"{'type': 'Point', 'coordinates': [-122.178557, 37.479952]}",37.479952,-122.178557,44000.0
158,"{""$oid"": ""52cdef7c4bab8bd675297e29""}",Scripps Networks Interactive,web,,1994.0,Knoxville,"{'type': 'Point', 'coordinates': [-95.712891, 37.09024]}",37.09024,-95.712891,10000.0
159,"{""$oid"": ""52cdef7c4bab8bd675297e2b""}",Ujogo,web,6.0,2007.0,San Francisco,"{'type': 'Point', 'coordinates': [-122.392861, 37.76785]}",37.76785,-122.392861,0.0
160,"{""$oid"": ""52cdef7c4bab8bd675297e27""}",Simply Hired,search,100.0,2004.0,Sunnyvale,"{'type': 'Point', 'coordinates': [-122.0780632, 37.4219165]}",37.4219165,-122.0780632,22300.0
161,"{""$oid"": ""52cdef7c4bab8bd675297e28""}",ooma,hardware,47.0,2004.0,Palo Alto,"{'type': 'Point', 'coordinates': [-122.116026, 37.451958]}",37.451958,-122.116026,81300.0
162,"{""$oid"": ""52cdef7c4bab8bd675297e2c""}",Recipezaar,web,5.0,1999.0,Vashon,"{'type': 'Point', 'coordinates': [-122.450942, 47.420728]}",47.420728,-122.450942,0.0
163,"{""$oid"": ""52cdef7c4bab8bd675297e2d""}",Gumiyo,web,0.0,2006.0,Woodland Hills,"{'type': 'Point', 'coordinates': [-118.601532, 34.184598]}",34.184598,-118.601532,0.0
164,"{""$oid"": ""52cdef7c4bab8bd675297e2f""}",ictv,web,80.0,1994.0,Los Gatos,"{'type': 'Point', 'coordinates': [-121.96533, 37.255118]}",37.255118,-121.96533,0.0
165,"{""$oid"": ""52cdef7c4bab8bd675297e2e""}",stylediary,web,0.0,2004.0,NoCity,"{'type': 'Point', 'coordinates': [-118.350486, 34.070436]}",34.070436,-118.350486,0.0
166,"{""$oid"": ""52cdef7c4bab8bd675297e30""}",GoingOn,software,40.0,2008.0,San Francisco,"{'type': 'Point', 'coordinates': [-122.392142, 37.782263]}",37.782263,-122.392142,8500.0
167,"{""$oid"": ""52cdef7c4bab8bd675297e33""}",MyPublicInfo,web,7.0,2004.0,Arlington,"{'type': 'Point', 'coordinates': [-77.072003, 38.897428]}",38.897428,-77.072003,0.0
168,"{""$oid"": ""52cdef7c4bab8bd675297e35""}",Checkster,web,0.0,2006.0,Mill Valley,"{'type': 'Point', 'coordinates': [-122.547445, 37.905544]}",37.905544,-122.547445,0.0
169,"{""$oid"": ""52cdef7c4bab8bd675297e31""}",Flixster,web,75.0,2006.0,San Francisco,"{'type': 'Point', 'coordinates': [-122.406676, 37.766909]}",37.766909,-122.406676,7180.0
170,"{""$oid"": ""52cdef7c4bab8bd675297e32""}",Vast,ecommerce,,2001.0,San Francisco,"{'type': 'Point', 'coordinates': [-122.397759, 37.787183]}",37.787183,-122.397759,0.0
170,"{""$oid"": ""52cdef7c4bab8bd675297e32""}",Vast,ecommerce,,2001.0,Austin,,Invalid lat long,Invalid lat long,0.0
171,"{""$oid"": ""52cdef7c4bab8bd675297e34""}",Piczo,network_hosting,,1990.0,San Francisco,"{'type': 'Point', 'coordinates': [-122.398479, 37.793703]}",37.793703,-122.398479,11000.0
172,"{""$oid"": ""52cdef7c4bab8bd675297e36""}",revlayer,advertising,,,New York,"{'type': 'Point', 'coordinates': [-73.985506, 40.757929]}",40.757929,-73.985506,0.0
173,"{""$oid"": ""52cdef7c4bab8bd675297e37""}",Cyworld,web,,1999.0,Seoul,,Invalid lat long,Invalid lat long,0.0
174,"{""$oid"": ""52cdef7c4bab8bd675297e39""}",Parakey,web,2.0,,Mountain View,"{'type': 'Point', 'coordinates': [-122.072981, 37.40047]}",37.40047,-122.072981,0.0
175,"{""$oid"": ""52cdef7c4bab8bd675297e3a""}",Spreadshirt,advertising,230.0,2002.0,Pittsburgh,"{'type': 'Point', 'coordinates': [-80.004195, 40.437985]}",40.437985,-80.004195,12700.0
